ID,Email Address,first name,last name,grade point average,Gender,major,birthday,language,national code,Disciplinary case,passed course unit,enterning year
8121,Nate_Rosenbloom533954688@gkvds.space,Nate,Rosenbloom,14.03,Male,Communication,1/27/1379,Yue,14055518,FALSE,128,1399
8122,Maxwell_Lambert712050143@bu2lo.org,Maxwell,Lambert,15.09,Male,Leadership,2/17/1383,Romanian,19672448,FALSE,125,1397
8123,Denny_Bell497830813@gkvds.us,Denny,Bell,12.82,Male,Time Management,9/15/1381,Assamese,13708064,FALSE,50,1397
8124,Chadwick_Richards1734531800@cdpfn.press,Chadwick,Richards,15.29,Male,Teamwork,2/2/1384,Portuguese,13717067,FALSE,124,1401
8125,Alan_Olson136196614@qu9ml.video,Alan,Olson,17.23,Male,Communication,8/29/1383,Uyghur,19372420,FALSE,15,1399
8126,Domenic_Palmer1721022521@lyvnc.space,Domenic,Palmer,15.61,Male,Decision Making,4/3/1378,Turkish,14046259,FALSE,52,1398
8127,Tyson_Patel1287181069@iaart.business,Tyson,Patel,14.53,Male,Decision Making,6/2/1383,Swedish,19481695,FALSE,65,1399
8128,Ethan_Atkinson1652581416@jh02o.com,Ethan,Atkinson,18.97,Male,Teamwork,1/27/1384,Somali,17628502,FALSE,63,1400
8129,Alexander_Mcleod771747641@xtwt3.website,Alexander,Mcleod,19.86,Male,Adaptability,10/21/1378,Somali,15706193,FALSE,96,1400
8130,Erick_Atkinson2146968517@3wbkp.mobi,Erick,Atkinson,15.27,Male,Adaptability,11/10/1382,Portuguese,14424910,FALSE,52,1401
8131,Martin_Santos1996973804@zynuu.space,Martin,Santos,18.35,Male,Learning,7/20/1383,Korean,18150847,FALSE,50,1401
8132,Julian_Harrison1864523078@iscmr.services,Julian,Harrison,13.57,Male,Adaptability,11/6/1379,Gan Chinese,11170206,FALSE,100,1401
8133,Percy_Walsh603653187@nb44i.name,Percy,Walsh,18.01,Male,Decision Making,2/23/1378,Portuguese,12896638,FALSE,122,1400
8134,Henry_Irving677832435@cke3u.store,Henry,Irving,16.75,Male,Time Management,12/1/1383,Assamese,15311824,FALSE,78,1399
8135,Hayden_Sinclair1816214057@fhuux.app,Hayden,Sinclair,16.35,Male,Decision Making,4/19/1384,Chittagonian,10781998,FALSE,30,1400
8136,Chuck_Wren544997464@c2nyu.info,Chuck,Wren,16.46,Male,Self-motivation,3/15/1382,Ukrainian,17339046,FALSE,15,1398
8137,Javier_Lane2065186693@yfxpw.pro,Javier,Lane,13.88,Male,Time Management,11/17/1378,Persian,12255869,FALSE,11,1400
8138,Martin_Latham1486227441@gkvds.meet,Martin,Latham,19.86,Male,Leadership,9/4/1381,Tamil,12860744,FALSE,92,1397
8139,Daniel_Mccormick706780594@gnjps.auction,Daniel,Mccormick,15.55,Male,Learning,6/4/1378,Bengali,12467806,FALSE,121,1399
8140,Maxwell_Latham1020831928@v1wn5.tech,Maxwell,Latham,12.2,Male,Adaptability,9/23/1382,Korean,19677262,FALSE,51,1398
8141,Anthony_Bradshaw475479027@chkzl.mobi,Anthony,Bradshaw,18.66,Male,Work Under Pressure,12/2/1377,Yoruba,18784483,FALSE,5,1399
8142,Benjamin_Hunt1166707439@ckzyi.property,Benjamin,Hunt,16.2,Male,Teamwork,6/3/1382,Bengali,17232085,FALSE,46,1401
8143,Manuel_Brown100129577@c2nyu.pro,Manuel,Brown,18.34,Male,Conflict Resolution,7/14/1378,Chittagonian,10875004,FALSE,40,1399
8144,Boris_Jefferson913387606@yfxpw.zone,Boris,Jefferson,17.16,Male,Work Under Pressure,4/26/1382,Czech,14935609,FALSE,116,1399
8145,Elijah_Harper315033716@zynuu.website,Elijah,Harper,17.25,Male,Time Management,1/26/1380,Assamese,14802954,FALSE,89,1399
8146,Bryon_Morris382436212@crzq7.media,Bryon,Morris,12.89,Male,Leadership,3/6/1383,Assamese,10926644,FALSE,3,1399
8147,Rocco_Hale1004062562@fhuux.online,Rocco,Hale,12.03,Male,Learning,2/17/1381,Uzbek,13291229,FALSE,37,1397
8148,Owen_Stone1507976020@avn7d.us,Owen,Stone,13.32,Male,Self-motivation,1/9/1381,Bhojpuri,15603056,FALSE,31,1401
8149,Enoch_Oldfield1021652223@evyvh.mobi,Enoch,Oldfield,19.06,Male,Self-motivation,12/10/1380,Mandarin,15362564,FALSE,45,1397
8150,Chadwick_Murphy168640092@ptr6k.property,Chadwick,Murphy,16.92,Male,Conflict Resolution,4/9/1384,Arabic,10055802,FALSE,33,1397
8151,Henry_Swift90941103@uagvw.auction,Henry,Swift,13.6,Male,Self-motivation,8/19/1382,Korean,11255707,FALSE,115,1400
8152,Ramon_Shields1525085026@kyb7t.solutions,Ramon,Shields,13.27,Male,Work Under Pressure,11/15/1380,Japanese,15646218,FALSE,130,1398
8153,Bryon_Reynolds1923884300@gnjps.online,Bryon,Reynolds,19.69,Male,Adaptability,4/2/1378,Sundanese,13472443,FALSE,46,1398
8154,Harry_Clarke1026047275@iscmr.meet,Harry,Clarke,13.68,Male,Conflict Resolution,12/6/1383,Mandarin,14165372,FALSE,103,1397
8155,Daron_Donnelly1631006792@bcfhs.info,Daron,Donnelly,18.85,Male,Conflict Resolution,3/23/1380,Swedish,11341313,FALSE,83,1401
8156,Carl_Hall1547990731@qu9ml.design,Carl,Hall,14.37,Male,Time Management,5/18/1382,Thai,18347305,FALSE,38,1401
8157,Brad_Roberts1975850316@nb44i.site,Brad,Roberts,15.65,Male,Decision Making,8/23/1382,Dutch,18760824,FALSE,100,1399
8158,Julius_James1804749739@cdpfn.design,Julius,James,19.86,Male,Communication,1/17/1381,Azerbaijani,17486150,FALSE,51,1398
8159,Ron_Lane903439302@yvu30.host,Ron,Lane,19.7,Male,Teamwork,3/11/1382,Korean,18242946,FALSE,32,1399
8160,Denis_Lewin398098133@cke3u.store,Denis,Lewin,18.03,Male,Learning,7/3/1381,Polish,14919484,FALSE,109,1398
8161,Noah_Furnell795757506@fhuux.catering,Noah,Furnell,16.59,Male,Learning,8/19/1378,Uzbek,19961385,FALSE,79,1399
8162,David_Everett1942077608@jh02o.property,David,Everett,17.87,Male,Learning,4/5/1380,Azerbaijani,16465222,FALSE,27,1399
8163,John_Lane1546499808@6ijur.auction,John,Lane,19.16,Male,Self-motivation,11/11/1382,Pashto,13082414,FALSE,51,1397
8164,Liam_Benson92874044@lyvnc.video,Liam,Benson,19.65,Male,Teamwork,7/21/1383,Azerbaijani,15755746,FALSE,112,1398
8165,Chester_Mann728121779@zynuu.store,Chester,Mann,19.71,Male,Time Management,7/12/1378,Dutch,18647857,FALSE,138,1398
8166,Denny_Connell219869215@3wbkp.biz,Denny,Connell,19.68,Male,Time Management,1/27/1381,Portuguese,15843446,FALSE,59,1399
8167,Boris_Calderwood1419234581@bcfhs.host,Boris,Calderwood,15.25,Male,Self-motivation,6/17/1378,Punjabi,19212841,FALSE,42,1397
8168,Ethan_Lane1362361986@jh02o.directory,Ethan,Lane,15.34,Male,Learning,3/19/1384,Sindhi,18065727,FALSE,7,1400
8169,Chester_Oatway1974829014@zynuu.us,Chester,Oatway,19.77,Male,Time Management,1/24/1379,Japanese,18560094,FALSE,41,1397
8170,Mason_Griffiths1289426179@nanoff.name,Mason,Griffiths,13.88,Male,Decision Making,12/28/1378,Somali,17933481,FALSE,94,1398
8171,Michael_Chapman483900903@yahoo.page,Michael,Chapman,17.64,Male,Decision Making,9/4/1383,Fula,10910115,FALSE,4,1399
8172,Noah_Edley452825156@chkzl.works,Noah,Edley,12.96,Male,Time Management,4/28/1380,Assamese,12347090,FALSE,11,1399
8173,Matt_Rigg818466451@bcfhs.ca,Matt,Rigg,16.9,Male,Learning,2/11/1378,Amharic,12778125,FALSE,57,1398
8174,Anthony_Parr1347773617@lhp4j.catering,Anthony,Parr,18.92,Male,Communication,9/26/1381,Greek,18138862,FALSE,83,1399
8175,Matthew_Wilson807863991@chkzl.tech,Matthew,Wilson,17.94,Male,Time Management,6/12/1381,Romanian,17150586,FALSE,136,1398
8176,Nick_Rainford1160907489@ckzyi.property,Nick,Rainford,19.99,Male,Time Management,8/28/1382,Hindi,17126102,FALSE,61,1399
8177,Tom_Yoman2084224960@p5emz.info,Tom,Yoman,15.48,Male,Decision Making,12/8/1381,Uzbek,17734771,FALSE,77,1398
8178,Liam_Scott1491974794@hepmv.biz,Liam,Scott,14.77,Male,Learning,1/12/1384,Serbo-Croatian,12375579,FALSE,67,1399
8179,Nate_Poulton40903715@uagvw.edu,Nate,Poulton,16.47,Male,Leadership,12/15/1381,Urdu,10932027,FALSE,15,1398
8180,Kurt_Penn911806509@c2nyu.store,Kurt,Penn,19.33,Male,Adaptability,10/4/1378,Sundanese,11343927,FALSE,22,1401
8181,Chester_Samuel1519531900@bqkv0.net,Chester,Samuel,13.31,Male,Teamwork,5/11/1379,Mandarin,15555200,FALSE,4,1401
8182,Abdul_Briggs444348567@ckzyi.ca,Abdul,Briggs,15.49,Male,Conflict Resolution,1/27/1379,Czech,15377225,FALSE,15,1397
8183,Joseph_Donnelly2040129243@dbxli.video,Joseph,Donnelly,17.81,Male,Decision Making,3/14/1381,French,16241098,FALSE,61,1401
8184,Leroy_Little374733887@yafr7.tech,Leroy,Little,19.92,Male,Learning,3/8/1380,Hungarian,13546720,FALSE,1,1401
8185,Rocco_Faulkner1381722269@nanoff.name,Rocco,Faulkner,15.88,Male,Teamwork,7/13/1381,Yoruba,18979894,FALSE,61,1399
8186,Brad_Savage986689893@lhp4j.autos,Brad,Savage,16.88,Male,Learning,3/14/1379,Bengali,10459048,FALSE,47,1400
8187,Javier_Abbot1734355671@nb44i.directory,Javier,Abbot,13.94,Male,Decision Making,4/3/1384,Tamil,17076421,FALSE,79,1398
8188,Roger_Archer276864414@bcfhs.page,Roger,Archer,13.17,Male,Time Management,10/17/1380,Romanian,16958451,FALSE,67,1399
8189,Nick_Shaw1340766747@yfxpw.online,Nick,Shaw,15.74,Male,Work Under Pressure,12/13/1378,Polish,14360777,FALSE,113,1397
8190,Wade_Murphy1757312205@ptr6k.club,Wade,Murphy,13.42,Male,Teamwork,5/10/1381,Thai,12976666,FALSE,12,1399
8191,Julian_Moreno1821859322@c2nyu.shop,Julian,Moreno,16.79,Male,Self-motivation,5/31/1379,Arabic,16070703,FALSE,116,1400
8192,Nathan_Hall2108369387@chkzl.meet,Nathan,Hall,19.6,Male,Conflict Resolution,1/8/1382,Sindhi,18087561,FALSE,50,1398
8193,Peter_Wise952275519@xqj6f.services,Peter,Wise,17.85,Male,Communication,11/27/1382,Chittagonian,16508970,FALSE,30,1400
8194,Barney_Kennedy1613127516@y96lx.website,Barney,Kennedy,12.38,Male,Time Management,1/12/1382,Vietnamese,10505779,FALSE,90,1401
8195,Tony_Broomfield1942069317@ohqqh.store,Tony,Broomfield,14.04,Male,Time Management,9/17/1381,Sundanese,13636357,FALSE,2,1400
8196,Johnny_Morley991843177@yahoo.design,Johnny,Morley,13.24,Male,Communication,6/23/1384,Wu,18651896,FALSE,21,1397
8197,Chris_Pope175851689@iscmr.net,Chris,Pope,18.07,Male,Decision Making,3/26/1381,Malaysian,13814681,FALSE,2,1400
8198,Alexander_Lane41166275@d9un8.net,Alexander,Lane,18.29,Male,Conflict Resolution,8/19/1383,Thai,13343452,FALSE,139,1398
8199,Kurt_Poole2147225022@y96lx.meet,Kurt,Poole,13.49,Male,Communication,11/6/1381,Persian,15518956,FALSE,113,1399
8200,Tyson_Rogers815509192@iscmr.video,Tyson,Rogers,18.76,Male,Conflict Resolution,12/30/1380,Arabic,19750240,FALSE,23,1401
8201,Brad_Hogg373074687@ptr6k.space,Brad,Hogg,19.05,Male,Work Under Pressure,8/24/1377,Portuguese,13136310,FALSE,74,1399
8202,Rick_Rehman2134250289@nb44i.software,Rick,Rehman,19.69,Male,Learning,5/11/1378,Hakka,14673012,FALSE,33,1398
8203,Chris_James712050624@hepmv.org,Chris,James,16,Male,Leadership,10/10/1380,Korean,10204789,FALSE,80,1398
8204,Denny_Ebbs446211273@nanoff.software,Denny,Ebbs,14.99,Male,Learning,12/23/1378,Tamil,13893364,FALSE,105,1398
8205,David_Cooper1753331448@dvqq2.media,David,Cooper,19.16,Male,Decision Making,8/17/1381,Persian,13653640,FALSE,94,1398
8206,Clint_Murphy1919282981@ckzyi.auction,Clint,Murphy,16.1,Male,Adaptability,6/15/1384,Persian,11935333,FALSE,121,1399
8207,Julius_Roman1404317780@bqkv0.autos,Julius,Roman,15.9,Male,Leadership,12/12/1381,Bhojpuri,18641767,FALSE,31,1398
8208,Roger_Russell903718306@yvu30.app,Roger,Russell,16.36,Male,Adaptability,3/3/1380,Somali,13421827,FALSE,42,1401
8209,Johnny_Booth1781112083@c2nyu.host,Johnny,Booth,14.28,Male,Communication,9/5/1383,French,14484519,FALSE,103,1398
8210,Aiden_Allen439339672@crzq7.software,Aiden,Allen,16.45,Male,Learning,11/7/1379,Azerbaijani,17655608,FALSE,27,1398
8211,Chris_Dale1876059285@yahoo.name,Chris,Dale,13.68,Male,Time Management,4/4/1383,Amharic,17284087,FALSE,45,1397
8212,Gabriel_Briggs1055519350@hepmv.design,Gabriel,Briggs,19.95,Male,Work Under Pressure,5/30/1379,Mandarin,17941172,FALSE,114,1400
8213,Hank_Truscott253263975@mpibr.zone,Hank,Truscott,12.15,Male,Time Management,9/28/1382,Portuguese,12971762,FALSE,112,1401
8214,Kurt_Coates151690690@3wbkp.services,Kurt,Coates,19.52,Male,Time Management,6/28/1382,Polish,14407064,FALSE,104,1401
8215,Mike_Jones1989495976@y96lx.biz,Mike,Jones,13,Male,Time Management,8/24/1379,Japanese,14606136,FALSE,84,1397
8216,John_Mcgregor400154253@iscmr.shop,John,Mcgregor,17.95,Male,Teamwork,1/5/1383,Amharic,19632956,FALSE,140,1401
8217,Josh_Clarke1820678330@cke3u.meet,Josh,Clarke,15.84,Male,Work Under Pressure,9/27/1382,Hindi,19375587,FALSE,65,1399
8218,Ryan_Harper500202807@jh02o.design,Ryan,Harper,19.75,Male,Communication,1/3/1382,French,18604163,FALSE,71,1399
8219,Tyson_Booth1100941470@bcfhs.website,Tyson,Booth,15.47,Male,Leadership,6/14/1384,Hungarian,19168316,FALSE,129,1400
8220,Enoch_Ebden15410662@bcfhs.solutions,Enoch,Ebden,12.78,Male,Teamwork,4/24/1384,German,12944103,FALSE,33,1397
8221,David_Antcliff1300409871@qu9ml.website,David,Antcliff,15.77,Male,Self-motivation,4/21/1384,Tamil,10694272,FALSE,130,1399
8222,Henry_Addis745082313@iscmr.property,Henry,Addis,19.18,Male,Leadership,11/15/1380,Romanian,10618468,FALSE,5,1397
8223,Luke_Emerson1423345177@voylg.club,Luke,Emerson,13.43,Male,Adaptability,10/31/1377,Polish,13703410,FALSE,139,1400
8224,Carl_Patel891267629@xtwt3.page,Carl,Patel,15.33,Male,Work Under Pressure,7/11/1380,Korean,17597344,FALSE,55,1399
8225,David_Drummond107239293@d9un8.app,David,Drummond,14.83,Male,Work Under Pressure,5/22/1382,Japanese,19392121,FALSE,135,1401
8226,Henry_Sylvester1976411676@c2nyu.autos,Henry,Sylvester,19.15,Male,Communication,2/6/1378,Tamil,12716483,FALSE,139,1397
8227,John_Rehman1628525104@y96lx.property,John,Rehman,18.56,Male,Work Under Pressure,1/28/1379,Nepali,10156439,FALSE,5,1397
8228,Aiden_Bayliss2133668535@mpibr.property,Aiden,Bayliss,18.21,Male,Communication,3/11/1382,Uyghur,13352242,FALSE,85,1398
8229,Tyson_Hooper2133629852@bqkv0.pro,Tyson,Hooper,18.24,Male,Work Under Pressure,10/6/1382,Korean,15425753,FALSE,131,1398
8230,Brad_Clifton608078899@gkvds.club,Brad,Clifton,16,Male,Leadership,10/13/1380,Nepali,19120626,FALSE,85,1399
8231,Phillip_Robertson555436446@avn7d.online,Phillip,Robertson,13.36,Male,Self-motivation,2/26/1382,Malaysian,11363471,FALSE,57,1397
8232,Joseph_Swift725501971@urn0m.us,Joseph,Swift,13.34,Male,Self-motivation,2/21/1379,Thai,19218109,FALSE,135,1397
8233,Josh_Shields1889541636@xtwt3.solutions,Josh,Shields,15.73,Male,Adaptability,5/3/1383,Hungarian,16435428,FALSE,117,1398
8234,Javier_Harris113554031@urn0m.software,Javier,Harris,13.24,Male,Decision Making,9/6/1379,Russian,18742437,FALSE,38,1401
8235,Noah_Swan788014595@xtwt3.works,Noah,Swan,17.27,Male,Work Under Pressure,4/18/1378,Gan Chinese,11794326,FALSE,74,1401
8236,Henry_Vincent410475865@nmz0p.store,Henry,Vincent,18.57,Male,Leadership,11/11/1383,Vietnamese,17422082,FALSE,67,1400
8237,Abdul_Niles1148375233@1kmd3.center,Abdul,Niles,18.17,Male,Communication,2/11/1381,Pashto,13032099,FALSE,26,1400
8238,David_Russel1553439138@bu2lo.biz,David,Russel,14.18,Male,Teamwork,11/3/1380,Russian,16184972,FALSE,125,1399
8239,Abdul_Edley186600314@lyvnc.biz,Abdul,Edley,15.1,Male,Learning,1/21/1384,Swedish,16543962,FALSE,80,1397
8240,Chadwick_Cameron525088906@qu9ml.club,Chadwick,Cameron,15.04,Male,Learning,9/7/1378,Spanish,11968378,FALSE,24,1397
8241,George_Seymour132858824@fhuux.space,George,Seymour,18.85,Male,Time Management,12/8/1378,Belarusian,14323318,FALSE,61,1399
8242,Alexander_Dyson293270749@karnv.software,Alexander,Dyson,16.55,Male,Conflict Resolution,2/21/1383,Turkish,10331147,FALSE,45,1398
8243,Nate_Brennan854602546@qu9ml.club,Nate,Brennan,15.24,Male,Conflict Resolution,11/2/1379,Pashto,15963534,FALSE,33,1399
8244,Leroy_Rainford758385520@v1wn5.info,Leroy,Rainford,16.43,Male,Self-motivation,5/16/1382,Vietnamese,15533295,FALSE,45,1399
8245,Cedrick_Ebbs1211742859@urn0m.services,Cedrick,Ebbs,13.66,Male,Conflict Resolution,10/20/1379,Sindhi,10586244,FALSE,104,1401
8246,Maxwell_Osmond1754230184@bcfhs.net,Maxwell,Osmond,12.66,Male,Work Under Pressure,2/7/1379,Polish,10107678,FALSE,111,1400
8247,Aiden_Mitchell1153558222@gkvds.press,Aiden,Mitchell,13.68,Male,Learning,10/4/1380,Mandarin,12951935,FALSE,105,1397
8248,Josh_Cadman424437572@6ijur.com,Josh,Cadman,15.39,Male,Conflict Resolution,9/16/1382,Urdu,13149640,FALSE,4,1400
8249,Kieth_Walton10297842@1kmd3.solutions,Kieth,Walton,14.81,Male,Communication,1/2/1378,Malaysian,12813955,FALSE,115,1398
8250,Matthew_Robinson941498104@uagvw.design,Matthew,Robinson,15.42,Male,Time Management,8/25/1380,Greek,11550085,FALSE,94,1401
8251,Matthew_Ellery2113336444@ohqqh.directory,Matthew,Ellery,12.62,Male,Self-motivation,4/25/1378,German,14830216,FALSE,26,1399
8252,Eduardo_Ellwood64351454@xqj6f.name,Eduardo,Ellwood,19.89,Male,Time Management,12/22/1383,Persian,11055258,FALSE,59,1400
8253,Chad_Brett973416409@yafr7.space,Chad,Brett,18.8,Male,Teamwork,11/7/1380,Hakka,18804644,FALSE,38,1400
8254,Doug_Terry224808859@bu2lo.space,Doug,Terry,14.41,Male,Communication,12/25/1381,Yoruba,18483533,FALSE,105,1399
8255,Tony_Jeffery481966441@qu9ml.space,Tony,Jeffery,19.93,Male,Leadership,4/24/1383,Hindi,17140512,FALSE,32,1398
8256,George_Tyrrell1060139552@uagvw.center,George,Tyrrell,13.6,Male,Time Management,1/29/1381,Korean,10609758,FALSE,10,1400
8257,Barry_Notman2094041418@ohqqh.store,Barry,Notman,19.64,Male,Self-motivation,5/14/1383,Portuguese,13125768,FALSE,42,1400
8258,Erick_Whatson625714644@xtwt3.info,Erick,Whatson,18.01,Male,Self-motivation,2/26/1381,Russian,11972752,FALSE,101,1399
8259,Wade_Rogan1673673769@d9un8.digital,Wade,Rogan,19.37,Male,Self-motivation,2/16/1382,French,14810221,FALSE,27,1401
8260,Enoch_Plumb544804662@chkzl.site,Enoch,Plumb,13.78,Male,Time Management,8/24/1379,Somali,14443375,FALSE,67,1397
8261,Leroy_Alldridge1800695431@ckzyi.media,Leroy,Alldridge,17.76,Male,Adaptability,8/7/1379,German,11015513,FALSE,77,1401
8262,Boris_Thomas541739774@kyb7t.audio,Boris,Thomas,18.07,Male,Learning,10/23/1378,Serbo-Croatian,19467891,FALSE,70,1401
8263,Matthew_Fowler611893671@dvqq2.com,Matthew,Fowler,14.55,Male,Decision Making,8/12/1380,Pashto,18839449,FALSE,112,1397
8264,Hank_Oakley938509605@urn0m.edu,Hank,Oakley,18.69,Male,Leadership,1/11/1379,Vietnamese,18314269,FALSE,114,1399
8265,Peter_Coleman233848044@c2nyu.audio,Peter,Coleman,16.73,Male,Decision Making,4/10/1378,Turkish,17574445,FALSE,135,1398
8266,Joseph_Janes181896915@y96lx.online,Joseph,Janes,19.36,Male,Work Under Pressure,3/22/1382,Czech,14859566,FALSE,91,1397
8267,Mike_Saunders1711995553@voylg.store,Mike,Saunders,17.03,Male,Teamwork,8/7/1383,Persian,17558150,FALSE,134,1398
8268,Fred_Rose625540485@c2nyu.services,Fred,Rose,19.34,Male,Adaptability,12/1/1382,Turkish,18608487,FALSE,127,1401
8269,Harvey_Mould771127362@ptr6k.ca,Harvey,Mould,12.03,Male,Leadership,6/30/1379,Wu,10929831,FALSE,55,1399
8270,Tom_Clifford1993909277@p5emz.directory,Tom,Clifford,18.23,Male,Time Management,9/7/1380,Chinese,17642156,FALSE,94,1398
8271,Alexander_Welsch1746590768@hepmv.app,Alexander,Welsch,16.73,Male,Leadership,8/18/1377,Belarusian,14068090,FALSE,140,1401
8272,Jacob_Marshall493407720@mpibr.store,Jacob,Marshall,12.17,Male,Decision Making,6/13/1380,Punjabi,10538652,FALSE,122,1397
8273,Enoch_Campbell553219928@yafr7.design,Enoch,Campbell,17.72,Male,Self-motivation,2/29/1380,Swedish,15177666,FALSE,112,1400
8274,Clint_Middleton2099446115@p5emz.store,Clint,Middleton,13.37,Male,Self-motivation,10/15/1379,Vietnamese,12110085,FALSE,3,1397
8275,Tony_Hancock1243282263@bcfhs.mobi,Tony,Hancock,16.01,Male,Teamwork,6/29/1383,Russian,15484578,FALSE,64,1401
8276,Kieth_Baker1556587169@v1wn5.website,Kieth,Baker,18.13,Male,Teamwork,7/22/1383,Vietnamese,14646620,FALSE,100,1401
8277,Denny_Rees557122890@nanoff.video,Denny,Rees,16.67,Male,Leadership,9/9/1379,Gan Chinese,16321350,FALSE,45,1399
8278,Chad_Hepburn1071039533@nmz0p.us,Chad,Hepburn,18.43,Male,Decision Making,7/23/1378,Swedish,10819874,FALSE,20,1400
8279,Denny_Noon980502195@nanoff.business,Denny,Noon,17.91,Male,Work Under Pressure,7/11/1379,Russian,13510904,FALSE,30,1401
8280,Javier_Stevens2024200294@3wbkp.store,Javier,Stevens,13.36,Male,Leadership,7/11/1381,Arabic,18150128,FALSE,103,1401
8281,Caleb_Neville406169394@yafr7.mobi,Caleb,Neville,19.54,Male,Conflict Resolution,5/2/1381,Greek,13916285,FALSE,115,1399
8282,Maxwell_Yoman1301920128@lhp4j.meet,Maxwell,Yoman,12.12,Male,Communication,12/19/1379,English,15590631,FALSE,136,1401
8283,Nicholas_Ashley1540889052@dbxli.zone,Nicholas,Ashley,13.67,Male,Work Under Pressure,5/13/1379,Bhojpuri,14415152,FALSE,45,1401
8284,Jack_Swift1083518578@y96lx.biz,Jack,Swift,12.31,Male,Work Under Pressure,5/30/1382,Hungarian,13416878,FALSE,128,1399
8285,Cedrick_Tindall181174045@c2nyu.store,Cedrick,Tindall,13.28,Male,Communication,12/1/1379,Arabic,11567832,FALSE,42,1401
8286,George_Weldon866655990@bu2lo.software,George,Weldon,17.5,Male,Conflict Resolution,2/1/1379,Gan Chinese,17370881,FALSE,139,1398
8287,Maxwell_Ranks1895206229@chkzl.directory,Maxwell,Ranks,13.68,Male,Adaptability,8/25/1383,Bengali,10824404,FALSE,124,1399
8288,John_Clark1737347568@avn7d.website,John,Clark,14.67,Male,Conflict Resolution,3/16/1380,Mandarin,17766748,FALSE,63,1400
8289,Tyson_York282726812@fhuux.solutions,Tyson,York,12.39,Male,Conflict Resolution,6/12/1379,Sundanese,17855843,FALSE,76,1398
8290,Brad_Snow661937656@xqj6f.digital,Brad,Snow,16.56,Male,Leadership,9/18/1383,Chittagonian,17087409,FALSE,113,1397
8291,Jacob_Mcguire476477529@dvqq2.site,Jacob,Mcguire,16.2,Male,Conflict Resolution,4/7/1383,Romanian,12350837,FALSE,133,1397
8292,David_Rowlands1872506824@ckzyi.works,David,Rowlands,14.34,Male,Work Under Pressure,7/9/1378,Persian,12442617,FALSE,20,1397
8293,Sebastian_Camden1768841775@bu2lo.catering,Sebastian,Camden,17.72,Male,Adaptability,7/25/1380,French,18202924,FALSE,33,1399
8294,Eduardo_Rose1541378793@1kmd3.online,Eduardo,Rose,18.5,Male,Communication,10/16/1378,Somali,18584781,FALSE,9,1398
8295,Anthony_Camden1221265520@nmz0p.store,Anthony,Camden,13.4,Male,Communication,4/12/1381,Dutch,16816012,FALSE,29,1399
8296,Jack_Hall899951809@3wbkp.pro,Jack,Hall,16.04,Male,Communication,12/27/1380,Polish,17881874,FALSE,77,1398
8297,Lucas_Parker2117642732@y96lx.website,Lucas,Parker,18.23,Male,Teamwork,7/16/1382,Amharic,10461794,FALSE,94,1399
8298,Sebastian_Rowan575996290@bcfhs.us,Sebastian,Rowan,18.47,Male,Decision Making,7/3/1378,Polish,18256463,FALSE,40,1399
8299,Daron_James205522344@mpibr.site,Daron,James,15.9,Male,Learning,10/4/1382,Nepali,19800576,FALSE,68,1397
8300,Cedrick_Holmes1380625510@3wbkp.press,Cedrick,Holmes,13.75,Male,Learning,1/3/1381,Fula,14386476,FALSE,2,1397
8301,Elijah_Stuart410443443@y96lx.info,Elijah,Stuart,17.69,Male,Leadership,3/9/1384,Punjabi,15180380,FALSE,66,1400
8302,John_Lynch675430198@p5emz.mobi,John,Lynch,18.43,Male,Teamwork,1/13/1381,Uyghur,18873957,FALSE,43,1400
8303,Tyson_Lakey269500189@1kmd3.audio,Tyson,Lakey,18.12,Male,Decision Making,3/3/1379,Tamil,18066058,FALSE,62,1401
8304,Benny_Baxter1684343635@avn7d.auction,Benny,Baxter,17.41,Male,Leadership,2/19/1382,Czech,12512835,FALSE,80,1397
8305,Mason_Wilson1095673945@gkvds.host,Mason,Wilson,14.71,Male,Time Management,12/20/1378,Russian,15711829,FALSE,60,1400
8306,Nathan_Shaw506639876@bu2lo.catering,Nathan,Shaw,13.02,Male,Adaptability,7/17/1377,Chinese,11883796,FALSE,112,1397
8307,Alexander_Vollans68513623@qu9ml.tech,Alexander,Vollans,19.03,Male,Adaptability,7/7/1384,Greek,10955653,FALSE,10,1399
8308,Logan_Trent1989079591@xtwt3.tech,Logan,Trent,17.99,Male,Teamwork,2/25/1380,Thai,15112779,FALSE,84,1398
8309,Bob_Greenwood1931656922@ds59r.name,Bob,Greenwood,13.38,Male,Work Under Pressure,10/11/1382,Japanese,14844678,FALSE,34,1401
8310,Nate_Poole1523843795@xtwt3.us,Nate,Poole,13.74,Male,Work Under Pressure,12/2/1381,Fula,19692512,FALSE,92,1400
8311,Noah_Foxley660284064@3wbkp.us,Noah,Foxley,12.77,Male,Leadership,9/27/1377,Azerbaijani,18322901,FALSE,94,1401
8312,Kurt_Thompson599844683@evyvh.media,Kurt,Thompson,17.57,Male,Conflict Resolution,4/29/1381,Japanese,12107240,FALSE,119,1397
8313,Rick_Parker722156092@1wa8o.website,Rick,Parker,13.57,Male,Adaptability,9/11/1383,Sindhi,10949593,FALSE,80,1400
8314,Erick_Harrison1129016350@dvqq2.website,Erick,Harrison,19.99,Male,Decision Making,4/23/1383,Uyghur,15860729,FALSE,81,1399
